"","study","treatment","therm1","therm2","therm3","therm4"
"7456",1,"No Contact",41,41,NA,NA
"7457",1,"No Contact",44,44,NA,NA
"7458",1,"Same-Sex Marriage Script by Straight Canvasser",37,49,NA,NA
"7459",1,"No Contact",50,46,NA,NA
"7460",1,"No Contact",100,NA,NA,NA
"7461",1,"Recycling Script by Gay Canvasser",84,NA,NA,NA
"7462",1,"Same-Sex Marriage Script by Straight Canvasser",50,54,NA,NA
"7463",1,"Recycling Script by Gay Canvasser",51,51,NA,NA
"7464",1,"No Contact",75,75,NA,NA
"7465",1,"No Contact",88,NA,NA,NA
"7466",1,"Recycling Script by Straight Canvasser",50,NA,NA,NA
"7467",1,"No Contact",37,37,NA,NA
"7468",1,"No Contact",88,88,NA,NA
"7469",1,"No Contact",3,3,NA,NA
"7470",1,"Recycling Script by Gay Canvasser",50,52,NA,NA
"7471",1,"Same-Sex Marriage Script by Gay Canvasser",80,80,NA,NA
"7472",1,"Same-Sex Marriage Script by Gay Canvasser",96,96,NA,NA
"7473",1,"No Contact",100,94,NA,NA
"7474",1,"Recycling Script by Straight Canvasser",41,41,NA,NA
"7475",1,"No Contact",30,30,NA,NA
"7476",1,"Same-Sex Marriage Script by Straight Canvasser",73,73,NA,NA
"7477",1,"No Contact",1,1,NA,NA
"7478",1,"No Contact",50,52,NA,NA
"7479",1,"No Contact",50,49,NA,NA
"7480",1,"Same-Sex Marriage Script by Gay Canvasser",45,63,NA,NA
"7481",1,"Same-Sex Marriage Script by Straight Canvasser",5,NA,NA,NA
"7482",1,"No Contact",51,51,NA,NA
"7483",1,"No Contact",2,2,NA,NA
"7484",1,"Recycling Script by Gay Canvasser",52,52,NA,NA
"7485",1,"No Contact",44,44,NA,NA
"7486",1,"Recycling Script by Straight Canvasser",70,NA,NA,NA
"7487",1,"Recycling Script by Gay Canvasser",48,48,NA,NA
"7488",1,"No Contact",41,41,NA,NA
"7489",1,"Same-Sex Marriage Script by Straight Canvasser",72,72,NA,NA
"7490",1,"No Contact",75,75,NA,NA
"7491",1,"Recycling Script by Gay Canvasser",100,94,NA,NA
"7492",1,"No Contact",70,70,NA,NA
"7493",1,"Same-Sex Marriage Script by Gay Canvasser",100,NA,NA,NA
"7494",1,"No Contact",81,81,NA,NA
"7495",1,"No Contact",36,36,NA,NA
"7496",1,"No Contact",50,54,NA,NA
"7497",1,"Recycling Script by Straight Canvasser",66,66,NA,NA
"7498",1,"Same-Sex Marriage Script by Straight Canvasser",31,31,NA,NA
"7499",1,"Same-Sex Marriage Script by Straight Canvasser",83,83,NA,NA
"7500",1,"No Contact",50,NA,NA,NA
"7501",1,"Same-Sex Marriage Script by Gay Canvasser",50,52,NA,NA
"7502",1,"Recycling Script by Straight Canvasser",97,97,NA,NA
"7503",1,"No Contact",55,55,NA,NA
"7504",1,"No Contact",100,100,NA,NA
"7505",1,"Recycling Script by Straight Canvasser",57,57,NA,NA
"7506",1,"Same-Sex Marriage Script by Straight Canvasser",75,73,NA,NA
"7507",1,"Recycling Script by Gay Canvasser",50,47,NA,NA
"7508",1,"Same-Sex Marriage Script by Gay Canvasser",50,NA,NA,NA
"7509",1,"Same-Sex Marriage Script by Straight Canvasser",68,NA,NA,NA
"7510",1,"No Contact",50,52,NA,NA
"7511",1,"Same-Sex Marriage Script by Gay Canvasser",50,69,NA,NA
"7512",1,"Same-Sex Marriage Script by Straight Canvasser",91,91,NA,NA
"7513",1,"No Contact",100,100,NA,NA
"7514",1,"No Contact",44,44,NA,NA
"7515",1,"No Contact",93,NA,NA,NA
"7516",1,"No Contact",75,75,NA,NA
"7517",1,"Recycling Script by Straight Canvasser",71,NA,NA,NA
"7518",1,"Same-Sex Marriage Script by Straight Canvasser",50,56,NA,NA
"7519",1,"No Contact",87,87,NA,NA
"7520",1,"No Contact",53,53,NA,NA
"7521",1,"No Contact",20,20,NA,NA
"7522",1,"Same-Sex Marriage Script by Straight Canvasser",50,55,NA,NA
"7523",1,"No Contact",50,49,NA,NA
"7524",1,"No Contact",50,56,NA,NA
"7525",1,"Same-Sex Marriage Script by Gay Canvasser",68,68,NA,NA
"7526",1,"No Contact",86,86,NA,NA
"7527",1,"No Contact",50,50,NA,NA
"7528",1,"No Contact",50,48,NA,NA
"7529",1,"Recycling Script by Straight Canvasser",98,98,NA,NA
"7530",1,"No Contact",50,44,NA,NA
"7531",1,"No Contact",79,79,NA,NA
"7532",1,"Recycling Script by Gay Canvasser",50,59,NA,NA
"7533",1,"Same-Sex Marriage Script by Straight Canvasser",51,51,NA,NA
"7534",1,"Same-Sex Marriage Script by Straight Canvasser",41,37,NA,NA
"7535",1,"No Contact",100,100,NA,NA
"7536",1,"Recycling Script by Gay Canvasser",50,50,NA,NA
"7537",1,"No Contact",82,82,NA,NA
"7538",1,"Recycling Script by Straight Canvasser",52,52,NA,NA
"7539",1,"No Contact",100,100,NA,NA
"7540",1,"Same-Sex Marriage Script by Gay Canvasser",100,NA,NA,NA
"7541",1,"Recycling Script by Gay Canvasser",93,93,NA,NA
"7542",1,"No Contact",20,NA,NA,NA
"7543",1,"No Contact",91,91,NA,NA
"7544",1,"Same-Sex Marriage Script by Gay Canvasser",100,99,NA,NA
"7545",1,"Recycling Script by Straight Canvasser",50,47,NA,NA
"7546",1,"No Contact",50,47,NA,NA
"7547",1,"No Contact",51,51,NA,NA
"7548",1,"No Contact",62,62,NA,NA
"7549",1,"No Contact",6,6,NA,NA
"7550",1,"Same-Sex Marriage Script by Straight Canvasser",50,52,NA,NA
"7551",1,"No Contact",100,100,NA,NA
"7552",1,"No Contact",74,74,NA,NA
"7553",1,"No Contact",92,92,NA,NA
"7554",1,"Recycling Script by Gay Canvasser",34,NA,NA,NA
"7555",1,"No Contact",50,34,NA,NA
"7556",1,"No Contact",100,100,NA,NA
"7557",1,"No Contact",10,NA,NA,NA
"7558",1,"Same-Sex Marriage Script by Gay Canvasser",81,81,NA,NA
"7559",1,"Recycling Script by Gay Canvasser",100,100,NA,NA
"7560",1,"No Contact",48,NA,NA,NA
"7561",1,"Same-Sex Marriage Script by Straight Canvasser",21,17,NA,NA
"7562",1,"No Contact",53,53,NA,NA
"7563",1,"No Contact",87,87,NA,NA
"7564",1,"No Contact",86,86,NA,NA
"7565",1,"No Contact",71,71,NA,NA
"7566",1,"No Contact",61,61,NA,NA
"7567",1,"Recycling Script by Gay Canvasser",50,45,NA,NA
"7568",1,"No Contact",100,97,NA,NA
"7569",1,"No Contact",100,100,NA,NA
"7570",1,"Recycling Script by Gay Canvasser",99,NA,NA,NA
"7571",1,"Recycling Script by Gay Canvasser",52,52,NA,NA
"7572",1,"Same-Sex Marriage Script by Gay Canvasser",50,44,NA,NA
"7573",1,"No Contact",100,99,NA,NA
"7574",1,"Recycling Script by Gay Canvasser",100,100,NA,NA
"7575",1,"Same-Sex Marriage Script by Straight Canvasser",75,75,NA,NA
"7576",1,"No Contact",53,53,NA,NA
"7577",1,"No Contact",67,67,NA,NA
"7578",1,"No Contact",100,100,NA,NA
"7579",1,"No Contact",82,82,NA,NA
"7580",1,"No Contact",67,67,NA,NA
"7581",1,"No Contact",47,47,NA,NA
"7582",1,"Same-Sex Marriage Script by Gay Canvasser",8,9,NA,NA
"7583",1,"No Contact",50,46,NA,NA
"7584",1,"Recycling Script by Gay Canvasser",20,20,NA,NA
"7585",1,"No Contact",96,96,NA,NA
"7586",1,"No Contact",83,83,NA,NA
"7587",1,"Same-Sex Marriage Script by Gay Canvasser",6,6,NA,NA
"7588",1,"No Contact",50,46,NA,NA
"7589",1,"No Contact",30,30,NA,NA
"7590",1,"No Contact",84,84,NA,NA
"7591",1,"Recycling Script by Gay Canvasser",45,45,NA,NA
"7592",1,"No Contact",83,83,NA,NA
"7593",1,"Same-Sex Marriage Script by Straight Canvasser",50,50,NA,NA
"7594",1,"No Contact",98,98,NA,NA
"7595",1,"No Contact",1,1,NA,NA
"7596",1,"Same-Sex Marriage Script by Straight Canvasser",1,1,NA,NA
"7597",1,"No Contact",78,78,NA,NA
"7598",1,"No Contact",2,2,NA,NA
"7599",1,"No Contact",21,21,NA,NA
"7600",1,"No Contact",10,10,NA,NA
"7601",1,"Recycling Script by Straight Canvasser",50,50,NA,NA
"7602",1,"No Contact",94,94,NA,NA
"7603",1,"No Contact",91,91,NA,NA
"7604",1,"No Contact",100,97,NA,NA
"7605",1,"No Contact",32,32,NA,NA
"7606",1,"Same-Sex Marriage Script by Straight Canvasser",87,87,NA,NA
"7607",1,"No Contact",99,99,NA,NA
"7608",1,"Same-Sex Marriage Script by Straight Canvasser",52,73,NA,NA
"7609",1,"No Contact",43,43,NA,NA
"7610",1,"No Contact",99,99,NA,NA
"7611",1,"Recycling Script by Straight Canvasser",60,60,NA,NA
"7612",1,"No Contact",82,82,NA,NA
"7613",1,"Same-Sex Marriage Script by Gay Canvasser",51,55,NA,NA
"7614",1,"No Contact",50,53,NA,NA
"7615",1,"Recycling Script by Straight Canvasser",65,65,NA,NA
"7616",1,"No Contact",77,77,NA,NA
"7617",1,"No Contact",50,53,NA,NA
"7618",1,"Recycling Script by Gay Canvasser",27,27,NA,NA
"7619",1,"Recycling Script by Straight Canvasser",100,NA,NA,NA
"7620",1,"Recycling Script by Straight Canvasser",51,51,NA,NA
"7621",1,"No Contact",50,48,NA,NA
"7622",1,"Same-Sex Marriage Script by Gay Canvasser",4,4,NA,NA
"7623",1,"Recycling Script by Gay Canvasser",4,4,NA,NA
"7624",1,"Same-Sex Marriage Script by Gay Canvasser",50,49,NA,NA
"7625",1,"No Contact",37,37,NA,NA
"7626",1,"No Contact",71,71,NA,NA
"7627",1,"No Contact",82,82,NA,NA
"7628",1,"Same-Sex Marriage Script by Straight Canvasser",100,100,NA,NA
"7629",1,"Recycling Script by Gay Canvasser",100,93,NA,NA
"7630",1,"Same-Sex Marriage Script by Gay Canvasser",13,13,NA,NA
"7631",1,"Same-Sex Marriage Script by Gay Canvasser",71,71,NA,NA
"7632",1,"No Contact",50,NA,NA,NA
"7633",1,"Same-Sex Marriage Script by Gay Canvasser",50,NA,NA,NA
"7634",1,"Recycling Script by Gay Canvasser",89,89,NA,NA
"7635",1,"Same-Sex Marriage Script by Gay Canvasser",100,97,NA,NA
"7636",1,"No Contact",89,89,NA,NA
"7637",1,"Recycling Script by Straight Canvasser",50,57,NA,NA
"7638",1,"Same-Sex Marriage Script by Straight Canvasser",50,53,NA,NA
"7639",1,"No Contact",50,52,NA,NA
"7640",1,"Same-Sex Marriage Script by Gay Canvasser",77,77,NA,NA
"7641",1,"No Contact",16,16,NA,NA
"7642",1,"Same-Sex Marriage Script by Gay Canvasser",50,48,NA,NA
"7643",1,"No Contact",32,32,NA,NA
"7644",1,"No Contact",51,51,NA,NA
"7645",1,"Recycling Script by Straight Canvasser",8,8,NA,NA
"7646",1,"Recycling Script by Straight Canvasser",100,100,NA,NA
"7647",1,"Recycling Script by Straight Canvasser",50,49,NA,NA
"7648",1,"Recycling Script by Straight Canvasser",46,46,NA,NA
"7649",1,"Same-Sex Marriage Script by Straight Canvasser",36,NA,NA,NA
"7650",1,"Recycling Script by Straight Canvasser",84,87,NA,NA
"7651",1,"No Contact",71,71,NA,NA
"7652",1,"Recycling Script by Straight Canvasser",74,74,NA,NA
"7653",1,"No Contact",47,47,NA,NA
"7654",1,"No Contact",75,75,NA,NA
"7655",1,"No Contact",36,36,NA,NA
"7656",1,"No Contact",70,70,NA,NA
"7657",1,"No Contact",55,55,NA,NA
"7658",1,"No Contact",50,54,NA,NA
"7659",1,"No Contact",51,51,NA,NA
"7660",1,"No Contact",27,27,NA,NA
"7661",1,"No Contact",42,42,NA,NA
"7662",1,"Recycling Script by Gay Canvasser",100,91,NA,NA
"7663",1,"No Contact",50,42,NA,NA
"7664",1,"No Contact",54,54,NA,NA
"7665",1,"No Contact",3,3,NA,NA
"7666",1,"Recycling Script by Straight Canvasser",50,53,NA,NA
"7667",1,"Recycling Script by Straight Canvasser",24,24,NA,NA
"7668",1,"No Contact",54,54,NA,NA
"7669",1,"Recycling Script by Gay Canvasser",69,69,NA,NA
"7670",1,"No Contact",100,100,NA,NA
"7671",1,"No Contact",50,48,NA,NA
"7672",1,"Recycling Script by Gay Canvasser",90,NA,NA,NA
"7673",1,"No Contact",41,41,NA,NA
"7674",1,"No Contact",7,7,NA,NA
"7675",1,"No Contact",51,51,NA,NA
"7676",1,"No Contact",100,100,NA,NA
"7677",1,"Recycling Script by Straight Canvasser",71,71,NA,NA
"7678",1,"Recycling Script by Straight Canvasser",100,100,NA,NA
"7679",1,"No Contact",21,NA,NA,NA
"7680",1,"Same-Sex Marriage Script by Gay Canvasser",50,54,NA,NA
"7681",1,"No Contact",50,38,NA,NA
"7682",1,"Same-Sex Marriage Script by Straight Canvasser",97,97,NA,NA
"7683",1,"Recycling Script by Straight Canvasser",6,NA,NA,NA
"7684",1,"No Contact",2,2,NA,NA
"7685",1,"Recycling Script by Straight Canvasser",29,29,NA,NA
"7686",1,"No Contact",52,NA,NA,NA
"7687",1,"Same-Sex Marriage Script by Straight Canvasser",73,73,NA,NA
"7688",1,"No Contact",95,95,NA,NA
"7689",1,"No Contact",50,51,NA,NA
"7690",1,"No Contact",50,47,NA,NA
"7691",1,"No Contact",2,2,NA,NA
"7692",1,"Recycling Script by Gay Canvasser",100,100,NA,NA
"7693",1,"Recycling Script by Gay Canvasser",52,52,NA,NA
"7694",1,"No Contact",61,61,NA,NA
"7695",1,"No Contact",100,86,NA,NA
"7696",1,"Same-Sex Marriage Script by Gay Canvasser",87,89,NA,NA
"7697",1,"Recycling Script by Straight Canvasser",72,NA,NA,NA
"7698",1,"Same-Sex Marriage Script by Straight Canvasser",22,24,NA,NA
"7699",1,"Recycling Script by Gay Canvasser",2,NA,NA,NA
"7700",1,"No Contact",52,52,NA,NA
"7701",1,"Same-Sex Marriage Script by Straight Canvasser",87,90,NA,NA
"7702",1,"No Contact",51,51,NA,NA
"7703",1,"Same-Sex Marriage Script by Straight Canvasser",3,3,NA,NA
"7704",1,"Same-Sex Marriage Script by Gay Canvasser",40,48,NA,NA
"7705",1,"Same-Sex Marriage Script by Gay Canvasser",50,66,NA,NA
"7706",1,"No Contact",2,2,NA,NA
"7707",1,"No Contact",50,47,NA,NA
"7708",1,"No Contact",50,54,NA,NA
"7709",1,"No Contact",10,10,NA,NA
"7710",1,"No Contact",81,81,NA,NA
"7711",1,"Same-Sex Marriage Script by Gay Canvasser",76,75,NA,NA
"7712",1,"No Contact",47,47,NA,NA
"7713",1,"No Contact",50,55,NA,NA
"7714",1,"Recycling Script by Straight Canvasser",65,NA,NA,NA
"7715",1,"Recycling Script by Gay Canvasser",100,100,NA,NA
"7716",1,"Same-Sex Marriage Script by Straight Canvasser",50,56,NA,NA
"7717",1,"Recycling Script by Straight Canvasser",50,50,NA,NA
"7718",1,"Same-Sex Marriage Script by Gay Canvasser",51,NA,NA,NA
"7719",1,"Recycling Script by Straight Canvasser",50,48,NA,NA
"7720",1,"Recycling Script by Gay Canvasser",50,48,NA,NA
"7721",1,"Recycling Script by Gay Canvasser",54,54,NA,NA
"7722",1,"No Contact",6,6,NA,NA
"7723",1,"No Contact",11,11,NA,NA
"7724",1,"No Contact",100,100,NA,NA
"7725",1,"Same-Sex Marriage Script by Gay Canvasser",42,54,NA,NA
"7726",1,"No Contact",61,NA,NA,NA
"7727",1,"No Contact",30,30,NA,NA
"7728",1,"No Contact",75,75,NA,NA
"7729",1,"No Contact",100,96,NA,NA
"7730",1,"No Contact",57,57,NA,NA
"7731",1,"Same-Sex Marriage Script by Straight Canvasser",53,53,NA,NA
"7732",1,"No Contact",100,94,NA,NA
"7733",1,"No Contact",69,69,NA,NA
"7734",1,"Same-Sex Marriage Script by Gay Canvasser",36,NA,NA,NA
"7735",1,"Same-Sex Marriage Script by Straight Canvasser",57,57,NA,NA
"7736",1,"No Contact",69,69,NA,NA
"7737",1,"No Contact",34,34,NA,NA
"7738",1,"No Contact",77,77,NA,NA
"7739",1,"Recycling Script by Straight Canvasser",11,11,NA,NA
"7740",1,"No Contact",91,91,NA,NA
"7741",1,"Same-Sex Marriage Script by Gay Canvasser",50,55,NA,NA
"7742",1,"No Contact",48,48,NA,NA
"7743",1,"No Contact",50,51,NA,NA
"7744",1,"Recycling Script by Straight Canvasser",53,53,NA,NA
"7745",1,"Same-Sex Marriage Script by Straight Canvasser",55,NA,NA,NA
"7746",1,"No Contact",1,1,NA,NA
"7747",1,"No Contact",99,99,NA,NA
"7748",1,"No Contact",100,100,NA,NA
"7749",1,"No Contact",70,70,NA,NA
"7750",1,"No Contact",31,31,NA,NA
"7751",1,"No Contact",50,NA,NA,NA
"7752",1,"Same-Sex Marriage Script by Gay Canvasser",51,51,NA,NA
"7753",1,"Recycling Script by Gay Canvasser",54,54,NA,NA
"7754",1,"Recycling Script by Straight Canvasser",48,48,NA,NA
"7755",1,"Same-Sex Marriage Script by Gay Canvasser",50,NA,NA,NA
"7756",1,"No Contact",2,NA,NA,NA
"7757",1,"No Contact",50,51,NA,NA
"7758",1,"No Contact",72,72,NA,NA
"7759",1,"No Contact",52,52,NA,NA
"7760",1,"No Contact",51,NA,NA,NA
"7761",1,"No Contact",60,60,NA,NA
"7762",1,"Recycling Script by Straight Canvasser",75,75,NA,NA
"7763",1,"No Contact",100,99,NA,NA
"7764",1,"No Contact",89,89,NA,NA
"7765",1,"Same-Sex Marriage Script by Gay Canvasser",41,41,NA,NA
"7766",1,"Same-Sex Marriage Script by Gay Canvasser",50,63,NA,NA
"7767",1,"No Contact",51,51,NA,NA
"7768",1,"No Contact",5,5,NA,NA
"7769",1,"No Contact",5,5,NA,NA
"7770",1,"Same-Sex Marriage Script by Gay Canvasser",87,87,NA,NA
"7771",1,"Recycling Script by Gay Canvasser",50,49,NA,NA
"7772",1,"No Contact",67,67,NA,NA
"7773",1,"Recycling Script by Gay Canvasser",100,100,NA,NA
"7774",1,"Recycling Script by Gay Canvasser",51,51,NA,NA
"7775",1,"Recycling Script by Straight Canvasser",90,90,NA,NA
"7776",1,"No Contact",53,NA,NA,NA
"7777",1,"No Contact",74,74,NA,NA
"7778",1,"No Contact",53,53,NA,NA
"7779",1,"No Contact",69,69,NA,NA
"7780",1,"Same-Sex Marriage Script by Straight Canvasser",50,46,NA,NA
"7781",1,"Recycling Script by Straight Canvasser",30,30,NA,NA
"7782",1,"No Contact",52,52,NA,NA
"7783",1,"No Contact",52,52,NA,NA
"7784",1,"No Contact",19,19,NA,NA
"7785",1,"Recycling Script by Straight Canvasser",26,26,NA,NA
"7786",1,"Recycling Script by Gay Canvasser",100,96,NA,NA
"7787",1,"No Contact",62,62,NA,NA
"7788",1,"Same-Sex Marriage Script by Straight Canvasser",50,48,NA,NA
"7789",1,"Recycling Script by Gay Canvasser",60,60,NA,NA
"7790",1,"No Contact",53,NA,NA,NA
"7791",1,"No Contact",100,94,NA,NA
"7792",1,"No Contact",3,3,NA,NA
"7793",1,"No Contact",22,22,NA,NA
"7794",1,"No Contact",73,73,NA,NA
"7795",1,"No Contact",50,49,NA,NA
"7796",1,"No Contact",48,48,NA,NA
"7797",1,"Same-Sex Marriage Script by Straight Canvasser",37,38,NA,NA
"7798",1,"No Contact",63,63,NA,NA
"7799",1,"No Contact",24,NA,NA,NA
"7800",1,"Same-Sex Marriage Script by Straight Canvasser",90,90,NA,NA
"7801",1,"Recycling Script by Gay Canvasser",99,99,NA,NA
"7802",1,"Same-Sex Marriage Script by Gay Canvasser",100,95,NA,NA
"7803",1,"No Contact",16,16,NA,NA
"7804",1,"No Contact",50,48,NA,NA
"7805",1,"No Contact",50,48,NA,NA
"7806",1,"No Contact",50,52,NA,NA
"7807",1,"No Contact",28,28,NA,NA
"7808",1,"Same-Sex Marriage Script by Straight Canvasser",73,73,NA,NA
"7809",1,"No Contact",50,57,NA,NA
"7810",1,"No Contact",51,51,NA,NA
"7811",1,"No Contact",20,20,NA,NA
"7812",1,"Same-Sex Marriage Script by Straight Canvasser",85,85,NA,NA
"7813",1,"No Contact",59,59,NA,NA
"7814",1,"Same-Sex Marriage Script by Straight Canvasser",80,80,NA,NA
"7815",1,"No Contact",22,22,NA,NA
"7816",1,"No Contact",56,56,NA,NA
"7817",1,"Same-Sex Marriage Script by Straight Canvasser",50,52,NA,NA
"7818",1,"Same-Sex Marriage Script by Gay Canvasser",53,53,NA,NA
"7819",1,"No Contact",98,98,NA,NA
"7820",1,"No Contact",10,10,NA,NA
"7821",1,"No Contact",50,53,NA,NA
"7822",1,"Same-Sex Marriage Script by Straight Canvasser",50,51,NA,NA
"7823",1,"Recycling Script by Gay Canvasser",19,19,NA,NA
"7824",1,"No Contact",100,100,NA,NA
"7825",1,"Recycling Script by Straight Canvasser",85,NA,NA,NA
"7826",1,"Recycling Script by Gay Canvasser",99,99,NA,NA
"7827",1,"Same-Sex Marriage Script by Gay Canvasser",50,53,NA,NA
"7828",1,"No Contact",53,53,NA,NA
"7829",1,"No Contact",59,59,NA,NA
"7830",1,"No Contact",2,2,NA,NA
"7831",1,"Recycling Script by Gay Canvasser",61,61,NA,NA
"7832",1,"Same-Sex Marriage Script by Gay Canvasser",57,57,NA,NA
"7833",1,"Same-Sex Marriage Script by Gay Canvasser",50,56,NA,NA
"7834",1,"Same-Sex Marriage Script by Straight Canvasser",7,7,NA,NA
"7835",1,"Same-Sex Marriage Script by Straight Canvasser",50,54,NA,NA
"7836",1,"Recycling Script by Gay Canvasser",88,88,NA,NA
"7837",1,"No Contact",50,44,NA,NA
"7838",1,"Same-Sex Marriage Script by Gay Canvasser",96,100,NA,NA
"7839",1,"No Contact",12,12,NA,NA
"7840",1,"No Contact",50,49,NA,NA
"7841",1,"Same-Sex Marriage Script by Gay Canvasser",50,50,NA,NA
"7842",1,"No Contact",54,54,NA,NA
"7843",1,"No Contact",50,48,NA,NA
"7844",1,"Recycling Script by Gay Canvasser",41,41,NA,NA
"7845",1,"No Contact",90,90,NA,NA
"7846",1,"Same-Sex Marriage Script by Gay Canvasser",9,9,NA,NA
"7847",1,"No Contact",52,NA,NA,NA
"7848",1,"No Contact",18,18,NA,NA
"7849",1,"No Contact",53,53,NA,NA
"7850",1,"Same-Sex Marriage Script by Straight Canvasser",51,51,NA,NA
"7851",1,"Recycling Script by Gay Canvasser",50,48,NA,NA
"7852",1,"Same-Sex Marriage Script by Gay Canvasser",52,52,NA,NA
"7853",1,"Same-Sex Marriage Script by Straight Canvasser",100,100,NA,NA
"7854",1,"Recycling Script by Gay Canvasser",52,NA,NA,NA
"7855",1,"No Contact",50,53,NA,NA
"7856",1,"No Contact",56,56,NA,NA
"7857",1,"No Contact",50,48,NA,NA
"7858",1,"Recycling Script by Gay Canvasser",100,100,NA,NA
"7859",1,"Same-Sex Marriage Script by Gay Canvasser",37,37,NA,NA
"7860",1,"No Contact",50,45,NA,NA
"7861",1,"No Contact",50,51,NA,NA
"7862",1,"Recycling Script by Straight Canvasser",2,2,NA,NA
"7863",1,"Same-Sex Marriage Script by Straight Canvasser",50,47,NA,NA
"7864",1,"Same-Sex Marriage Script by Gay Canvasser",84,84,NA,NA
"7865",1,"Recycling Script by Gay Canvasser",51,51,NA,NA
"7866",1,"No Contact",10,10,NA,NA
"7867",1,"No Contact",80,80,NA,NA
"7868",1,"Same-Sex Marriage Script by Straight Canvasser",50,57,NA,NA
"7869",1,"No Contact",99,99,NA,NA
"7870",1,"No Contact",89,89,NA,NA
"7871",1,"Same-Sex Marriage Script by Straight Canvasser",69,68,NA,NA
"7872",1,"Same-Sex Marriage Script by Straight Canvasser",22,27,NA,NA
"7873",1,"Same-Sex Marriage Script by Straight Canvasser",56,56,NA,NA
"7874",1,"No Contact",50,45,NA,NA
"7875",1,"No Contact",51,51,NA,NA
"7876",1,"No Contact",53,53,NA,NA
"7877",1,"Same-Sex Marriage Script by Straight Canvasser",51,50,NA,NA
"7878",1,"No Contact",10,10,NA,NA
"7879",1,"No Contact",43,43,NA,NA
"7880",1,"Recycling Script by Gay Canvasser",100,99,NA,NA
"7881",1,"No Contact",50,55,NA,NA
"7882",1,"Same-Sex Marriage Script by Straight Canvasser",66,66,NA,NA
"7883",1,"Recycling Script by Straight Canvasser",67,67,NA,NA
"7884",1,"No Contact",50,49,NA,NA
"7885",1,"No Contact",12,12,NA,NA
"7886",1,"Same-Sex Marriage Script by Straight Canvasser",41,41,NA,NA
"7887",1,"No Contact",50,51,NA,NA
"7888",1,"No Contact",94,94,NA,NA
"7889",1,"No Contact",50,51,NA,NA
"7890",1,"Same-Sex Marriage Script by Straight Canvasser",3,19,NA,NA
"7891",1,"No Contact",72,72,NA,NA
"7892",1,"Recycling Script by Gay Canvasser",50,49,NA,NA
"7893",1,"No Contact",50,55,NA,NA
"7894",1,"No Contact",95,95,NA,NA
"7895",1,"Same-Sex Marriage Script by Straight Canvasser",41,41,NA,NA
"7896",1,"No Contact",3,3,NA,NA
"7897",1,"Recycling Script by Straight Canvasser",50,56,NA,NA
"7898",1,"Same-Sex Marriage Script by Gay Canvasser",71,80,NA,NA
"7899",1,"Same-Sex Marriage Script by Straight Canvasser",70,70,NA,NA
"7900",1,"No Contact",50,43,NA,NA
"7901",1,"No Contact",99,99,NA,NA
"7902",1,"Recycling Script by Gay Canvasser",100,NA,NA,NA
"7903",1,"No Contact",64,64,NA,NA
"7904",1,"No Contact",50,52,NA,NA
"7905",1,"Same-Sex Marriage Script by Gay Canvasser",78,78,NA,NA
"7906",1,"Recycling Script by Straight Canvasser",100,100,NA,NA
"7907",1,"Same-Sex Marriage Script by Straight Canvasser",12,14,NA,NA
"7908",1,"No Contact",1,NA,NA,NA
"7909",1,"Same-Sex Marriage Script by Straight Canvasser",100,98,NA,NA
"7910",1,"No Contact",56,56,NA,NA
"7911",1,"No Contact",77,77,NA,NA
"7912",1,"No Contact",95,95,NA,NA
