"","PWGTP","SEX","AGEP","CIT","COW","ENG","FER","JWMNP","LANX","MAR","SCHL","WAGP","ESR","WKHP","WRK","NATIVITY","PINCP","ENG_c","CIT_c","Work_Class","FER_c","SEX_c","AGE_C"
"2685",102,1,28,1,1,2,NA,141,1,5,"21",120000,1,40,1,1,120000,"Well","Born in US","Private",NA,"Male","19-30"
"2686",85,1,24,1,3,2,NA,45,1,5,"22",45000,1,40,1,1,45010,"Well","Born in US","Government",NA,"Male","19-30"
"2687",67,2,30,4,2,1,2,35,1,5,"19",60000,1,42,1,2,60000,"Very Well","US Citizen by Naturalization","Private","No","Female","19-30"
"2688",61,1,23,5,NA,2,NA,NA,1,5,"19",0,6,NA,NA,2,7000,"Well","Not a citizen of the US",NA,NA,"Male","19-30"
"2689",82,2,20,3,NA,1,2,NA,1,5,"19",0,6,NA,NA,1,0,"Very Well","Born Abroad by American Parent",NA,"No","Female","19-30"
"2690",78,1,32,4,1,1,NA,10,1,5,"21",69000,1,40,NA,2,69000,"Very Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"2691",67,2,49,4,1,2,2,25,1,3,"20",65000,1,40,1,2,65000,"Well","US Citizen by Naturalization","Private","No","Female","31-64"
"2692",66,2,73,4,NA,3,NA,NA,1,2,"16",0,6,NA,2,2,11200,"Not Well","US Citizen by Naturalization",NA,NA,"Female","65-75"
"2693",46,2,31,1,3,1,2,10,1,1,"21",170000,1,50,1,1,180000,"Very Well","Born in US","Government","No","Female","31-64"
"2694",66,1,47,1,3,1,NA,7,1,1,"18",6000,1,40,1,1,16000,"Very Well","Born in US","Government",NA,"Male","31-64"
"2695",57,2,8,1,NA,2,NA,NA,1,5,"04",NA,NA,NA,NA,1,NA,"Well","Born in US",NA,NA,"Female","6-13"
"2696",69,1,3,1,NA,NA,NA,NA,NA,5,"01",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","5 and under"
"2697",187,1,35,1,1,1,NA,NA,1,5,"16",52000,2,40,1,1,52020,"Very Well","Born in US","Private",NA,"Male","31-64"
"2698",243,2,55,4,NA,1,NA,NA,1,3,"16",0,6,NA,2,2,2410,"Very Well","US Citizen by Naturalization",NA,NA,"Female","31-64"
"2699",63,2,81,1,7,NA,NA,NA,2,1,"21",500,6,2,2,1,5900,NA,"Born in US","Self-Employed",NA,"Female","over 75"
"2700",49,1,86,1,NA,NA,NA,NA,2,1,"16",0,6,NA,2,1,13600,NA,"Born in US",NA,NA,"Male","over 75"
"2701",64,2,60,4,1,1,NA,90,1,3,"21",64000,1,40,1,2,68500,"Very Well","US Citizen by Naturalization","Private",NA,"Female","31-64"
"2702",84,1,31,1,1,1,NA,90,1,1,"16",64000,1,40,1,1,64000,"Very Well","Born in US","Private",NA,"Male","31-64"
"2703",79,1,52,1,1,1,NA,20,1,1,"15",45000,1,40,1,1,45000,"Very Well","Born in US","Private",NA,"Male","31-64"
"2704",61,2,86,4,NA,2,NA,NA,1,2,"16",0,6,NA,2,2,10000,"Well","US Citizen by Naturalization",NA,NA,"Female","over 75"
"2705",59,1,26,1,1,1,NA,60,1,1,"15",10000,1,20,1,1,10000,"Very Well","Born in US","Private",NA,"Male","19-30"
"2706",149,1,29,1,1,1,NA,NA,1,5,"19",80000,2,40,1,1,80020,"Very Well","Born in US","Private",NA,"Male","19-30"
"2707",210,1,62,4,1,1,NA,NA,1,1,"16",72000,2,40,1,2,72050,"Very Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"2708",224,2,48,4,1,1,2,30,1,1,"16",55000,1,40,1,2,55030,"Very Well","US Citizen by Naturalization","Private","No","Female","31-64"
"2709",66,2,75,1,NA,NA,NA,NA,2,5,"21",0,6,NA,2,1,105000,NA,"Born in US",NA,NA,"Female","65-75"
"2710",93,2,53,4,1,1,NA,75,1,1,"22",2e+05,1,60,1,2,2e+05,"Very Well","US Citizen by Naturalization","Private",NA,"Female","31-64"
"2711",92,1,54,4,NA,3,NA,NA,1,1,"01",0,6,NA,2,2,0,"Not Well","US Citizen by Naturalization",NA,NA,"Male","31-64"
"2712",53,2,34,4,1,1,2,15,1,1,"22",120000,1,40,1,2,132000,"Very Well","US Citizen by Naturalization","Private","No","Female","31-64"
"2713",80,1,42,4,1,NA,NA,35,2,1,"21",2e+05,1,25,1,2,2e+05,NA,"US Citizen by Naturalization","Private",NA,"Male","31-64"
"2714",89,2,6,3,NA,1,NA,NA,1,5,"03",NA,NA,NA,NA,1,NA,"Very Well","Born Abroad by American Parent",NA,NA,"Female","6-13"
"2715",67,2,2,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","5 and under"
"2716",52,2,25,5,1,1,2,NA,1,5,"18",10400,1,45,1,2,10400,"Very Well","Not a citizen of the US","Private","No","Female","19-30"
"2717",56,2,46,4,2,2,2,30,1,1,"21",60000,1,32,1,2,60000,"Well","US Citizen by Naturalization","Private","No","Female","31-64"
"2718",58,1,49,4,NA,2,NA,NA,1,1,"16",0,6,NA,2,2,0,"Well","US Citizen by Naturalization",NA,NA,"Male","31-64"
"2719",57,2,10,1,NA,2,NA,NA,1,5,"01",NA,NA,NA,NA,1,NA,"Well","Born in US",NA,NA,"Female","6-13"
"2720",43,1,8,1,NA,2,NA,NA,1,5,"05",NA,NA,NA,NA,1,NA,"Well","Born in US",NA,NA,"Male","6-13"
"2721",54,2,37,1,1,NA,1,NA,2,1,"19",0,6,NA,2,1,0,NA,"Born in US","Private","Yes","Female","31-64"
"2722",55,1,33,5,1,NA,NA,90,2,1,"21",2e+05,1,55,1,2,2e+05,NA,"Not a citizen of the US","Private",NA,"Male","31-64"
"2723",64,1,10,1,NA,NA,NA,NA,2,5,"07",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","6-13"
"2724",68,1,2,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","5 and under"
"2725",68,1,0,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","5 and under"
"2726",146,2,24,1,1,NA,2,15,2,5,"19",48000,1,40,1,1,48010,NA,"Born in US","Private","No","Female","19-30"
"2727",177,2,27,1,1,NA,2,NA,2,5,"19",55000,2,40,1,1,55020,NA,"Born in US","Private","No","Female","19-30"
"2728",286,2,23,1,1,NA,2,NA,2,5,"19",68000,2,40,1,1,68020,NA,"Born in US","Private","No","Female","19-30"
"2729",204,2,22,1,1,NA,2,NA,2,5,"19",66000,2,40,1,1,66050,NA,"Born in US","Private","No","Female","19-30"
"2730",247,1,61,1,NA,NA,NA,NA,2,3,"14",0,6,NA,2,1,990,NA,"Born in US",NA,NA,"Male","31-64"
"2731",183,1,40,5,1,1,NA,15,1,4,"17",62000,1,40,1,2,62010,"Very Well","Not a citizen of the US","Private",NA,"Male","31-64"
"2732",182,2,24,5,1,3,2,NA,1,5,"12",10000,2,24,2,2,10000,"Not Well","Not a citizen of the US","Private","No","Female","19-30"
"2733",73,2,53,4,1,2,NA,20,1,5,"20",40000,1,40,1,2,40000,"Well","US Citizen by Naturalization","Private",NA,"Female","31-64"
"2734",106,1,33,4,1,1,NA,15,1,5,"18",25000,1,30,1,2,25000,"Very Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"2735",105,1,30,4,1,1,NA,15,1,5,"17",40000,1,40,1,2,40000,"Very Well","US Citizen by Naturalization","Private",NA,"Male","19-30"
"2736",94,2,30,4,1,1,2,20,1,5,"19",40000,1,40,NA,2,40000,"Very Well","US Citizen by Naturalization","Private","No","Female","19-30"
"2737",117,2,29,4,1,1,2,20,1,5,"21",35000,1,40,1,2,35000,"Very Well","US Citizen by Naturalization","Private","No","Female","19-30"
"2738",61,2,2,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","5 and under"
"2739",59,1,60,4,1,1,NA,NA,1,3,"21",0,6,NA,NA,2,1000,"Very Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"2740",88,1,33,5,1,1,NA,65,1,1,"22",231000,1,40,1,2,231000,"Very Well","Not a citizen of the US","Private",NA,"Male","31-64"
"2741",77,2,31,5,1,1,2,35,1,1,"21",43700,1,40,1,2,43700,"Very Well","Not a citizen of the US","Private","No","Female","31-64"
"2742",89,1,69,1,NA,NA,NA,NA,2,1,"22",0,6,NA,2,1,170000,NA,"Born in US",NA,NA,"Male","65-75"
"2743",79,2,71,4,1,NA,NA,10,2,1,"21",13000,1,18,1,2,36600,NA,"US Citizen by Naturalization","Private",NA,"Female","65-75"
"2744",150,2,39,1,1,NA,2,80,2,5,"21",50000,1,27,1,1,50000,NA,"Born in US","Private","No","Female","31-64"
"2745",43,1,51,4,3,1,NA,15,1,1,"21",102000,1,40,NA,2,102000,"Very Well","US Citizen by Naturalization","Government",NA,"Male","31-64"
"2746",41,2,53,4,1,2,NA,20,1,1,"12",30000,1,40,NA,2,30000,"Well","US Citizen by Naturalization","Private",NA,"Female","31-64"
"2747",41,2,22,1,1,1,2,50,1,5,"19",6000,1,15,NA,1,6000,"Very Well","Born in US","Private","No","Female","19-30"
"2748",36,1,18,1,NA,1,NA,NA,1,5,"16",0,6,NA,NA,1,0,"Very Well","Born in US",NA,NA,"Male","14-18"
"2749",84,1,60,4,1,1,NA,25,1,1,"20",135000,1,40,1,2,135000,"Very Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"2750",92,2,56,4,1,1,NA,90,1,1,"21",55000,1,40,1,2,55000,"Very Well","US Citizen by Naturalization","Private",NA,"Female","31-64"
"2751",143,1,30,4,1,1,NA,25,1,5,"16",33300,1,40,NA,2,33300,"Very Well","US Citizen by Naturalization","Private",NA,"Male","19-30"
"2752",91,2,24,4,1,1,2,90,1,5,"16",31000,1,32,NA,2,31000,"Very Well","US Citizen by Naturalization","Private","No","Female","19-30"
"2753",66,1,88,4,NA,3,NA,NA,1,3,"01",0,6,NA,2,2,15500,"Not Well","US Citizen by Naturalization",NA,NA,"Male","over 75"
"2754",70,1,56,1,1,1,NA,65,1,5,"13",27000,1,45,1,1,27000,"Very Well","Born in US","Private",NA,"Male","31-64"
"2755",90,1,94,5,NA,3,NA,NA,1,3,"01",0,6,NA,2,2,3500,"Not Well","Not a citizen of the US",NA,NA,"Male","over 75"
"2756",70,2,40,5,3,3,2,45,1,5,"12",7600,1,40,1,2,8280,"Not Well","Not a citizen of the US","Government","No","Female","31-64"
"2757",83,1,36,5,1,3,NA,25,1,5,"21",130000,1,40,NA,2,130000,"Not Well","Not a citizen of the US","Private",NA,"Male","31-64"
"2758",65,2,30,5,1,3,2,15,1,5,"16",9000,1,30,1,2,38000,"Not Well","Not a citizen of the US","Private","No","Female","19-30"
"2759",54,1,8,1,NA,1,NA,NA,1,5,"06",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Male","6-13"
"2760",167,2,52,4,NA,2,NA,NA,1,1,"22",0,6,NA,2,2,0,"Well","US Citizen by Naturalization",NA,NA,"Female","31-64"
"2761",171,1,58,4,6,3,NA,20,1,1,"22",0,1,50,1,2,30000,"Not Well","US Citizen by Naturalization","Self-Employed",NA,"Male","31-64"
"2762",153,2,20,4,NA,1,2,NA,1,5,"21",0,6,NA,2,2,0,"Very Well","US Citizen by Naturalization",NA,"No","Female","19-30"
"2763",14,2,46,1,1,NA,2,20,2,1,"16",35000,1,40,1,1,35000,NA,"Born in US","Private","No","Female","31-64"
"2764",42,1,48,1,4,NA,NA,25,2,1,"16",50000,1,40,1,1,50000,NA,"Born in US","Government",NA,"Male","31-64"
"2765",38,2,22,1,NA,NA,2,NA,2,5,"19",0,6,NA,2,1,0,NA,"Born in US",NA,"No","Female","19-30"
"2766",28,1,19,1,1,NA,NA,20,2,5,"18",15000,1,25,1,1,15000,NA,"Born in US","Private",NA,"Male","19-30"
"2767",61,1,63,1,1,NA,NA,45,2,1,"24",28000,1,40,1,1,28000,NA,"Born in US","Private",NA,"Male","31-64"
"2768",75,2,63,1,3,NA,NA,20,2,1,"22",102000,1,52,1,1,102000,NA,"Born in US","Government",NA,"Female","31-64"
"2769",87,2,38,1,4,NA,2,NA,2,5,"24",28000,3,40,2,1,28000,NA,"Born in US","Government","No","Female","31-64"
"2770",52,2,69,1,1,NA,NA,15,2,1,"19",48300,1,40,1,1,48300,NA,"Born in US","Private",NA,"Female","65-75"
"2771",53,2,65,1,6,NA,NA,NA,2,1,"18",0,6,4,2,1,9370,NA,"Born in US","Self-Employed",NA,"Female","65-75"
"2772",49,1,72,1,1,NA,NA,NA,2,3,"16",0,6,NA,2,1,13500,NA,"Born in US","Private",NA,"Male","65-75"
"2773",64,1,67,1,1,NA,NA,NA,2,2,"19",0,6,NA,2,1,12600,NA,"Born in US","Private",NA,"Male","65-75"
"2774",75,1,36,1,1,1,NA,40,1,1,"19",64000,1,40,1,1,64000,"Very Well","Born in US","Private",NA,"Male","31-64"
"2775",58,2,34,1,1,NA,2,15,2,1,"19",53000,1,50,1,1,53000,NA,"Born in US","Private","No","Female","31-64"
"2776",57,2,5,1,NA,NA,NA,NA,2,5,"02",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","5 and under"
"2777",108,2,3,1,NA,NA,NA,NA,NA,5,"01",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","5 and under"
"2778",63,2,37,3,7,NA,2,60,2,1,"21",60000,1,40,1,1,60000,NA,"Born Abroad by American Parent","Self-Employed","No","Female","31-64"
"2779",67,1,35,1,6,NA,NA,30,2,1,"23",0,1,40,1,1,75000,NA,"Born in US","Self-Employed",NA,"Male","31-64"
"2780",49,1,7,1,NA,NA,NA,NA,2,5,"05",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","6-13"
"2781",51,1,5,1,NA,NA,NA,NA,2,5,"02",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","5 and under"
"2782",67,1,46,4,2,NA,NA,60,2,1,"22",1e+05,1,40,NA,2,1e+05,NA,"US Citizen by Naturalization","Private",NA,"Male","31-64"
"2783",63,2,45,4,1,NA,2,40,2,1,"21",12000,1,16,1,2,12000,NA,"US Citizen by Naturalization","Private","No","Female","31-64"
"2784",69,1,15,4,NA,1,NA,NA,1,5,"11",0,NA,NA,NA,2,1800,"Very Well","US Citizen by Naturalization",NA,NA,"Male","14-18"
"2785",50,1,12,4,NA,NA,NA,NA,2,5,"09",NA,NA,NA,NA,2,NA,NA,"US Citizen by Naturalization",NA,NA,"Male","6-13"
"2786",66,2,7,4,NA,NA,NA,NA,2,5,"04",NA,NA,NA,NA,2,NA,NA,"US Citizen by Naturalization",NA,NA,"Female","6-13"
"2787",92,2,54,1,1,1,NA,NA,1,3,"21",30000,6,40,2,1,30000,"Very Well","Born in US","Private",NA,"Female","31-64"
"2788",151,1,29,5,NA,1,NA,NA,1,5,"21",0,6,NA,2,2,0,"Very Well","Not a citizen of the US",NA,NA,"Male","19-30"
"2789",112,1,57,5,1,1,NA,15,1,3,"21",45000,1,40,1,2,45000,"Very Well","Not a citizen of the US","Private",NA,"Male","31-64"
"2790",115,2,24,1,1,NA,2,30,2,5,"21",20000,1,40,1,1,20000,NA,"Born in US","Private","No","Female","19-30"
"2791",42,1,28,1,NA,NA,NA,NA,2,5,"11",0,6,NA,NA,1,0,NA,"Born in US",NA,NA,"Male","19-30"
"2792",45,1,7,1,NA,NA,NA,NA,2,5,"04",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","6-13"
"2793",54,1,26,1,1,NA,NA,60,2,5,"16",15000,1,30,NA,1,15000,NA,"Born in US","Private",NA,"Male","19-30"
"2794",70,1,40,4,1,NA,NA,60,2,1,"21",110000,1,40,1,2,118600,NA,"US Citizen by Naturalization","Private",NA,"Male","31-64"
"2795",70,2,38,4,2,1,2,30,1,1,"21",110000,1,40,1,2,119300,"Very Well","US Citizen by Naturalization","Private","No","Female","31-64"
"2796",57,1,11,1,NA,NA,NA,NA,2,5,"09",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","6-13"
"2797",72,2,8,1,NA,NA,NA,NA,2,5,"06",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","6-13"
"2798",100,2,63,4,2,1,NA,30,1,3,"21",70000,1,40,1,2,79000,"Very Well","US Citizen by Naturalization","Private",NA,"Female","31-64"
"2799",32,2,33,4,1,1,2,NA,1,1,"22",105000,1,40,1,2,105500,"Very Well","US Citizen by Naturalization","Private","No","Female","31-64"
"2800",36,1,34,4,1,1,NA,40,1,1,"22",110000,1,40,1,2,110000,"Very Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"2801",50,2,42,1,1,NA,2,70,2,1,"21",39000,1,40,1,1,39000,NA,"Born in US","Private","No","Female","31-64"
"2802",55,1,37,1,1,NA,NA,20,2,1,"16",38000,1,40,1,1,38000,NA,"Born in US","Private",NA,"Male","31-64"
"2803",47,1,20,1,1,NA,NA,20,2,5,"16",8000,1,24,1,1,8000,NA,"Born in US","Private",NA,"Male","19-30"
"2804",41,1,73,1,NA,NA,NA,NA,2,1,"21",0,6,NA,2,1,26600,NA,"Born in US",NA,NA,"Male","65-75"
"2805",55,2,72,1,NA,NA,NA,NA,2,1,"20",0,6,NA,2,1,32200,NA,"Born in US",NA,NA,"Female","65-75"
"2806",64,2,59,4,1,1,NA,NA,1,1,"20",0,6,NA,2,2,28800,"Very Well","US Citizen by Naturalization","Private",NA,"Female","31-64"
"2807",74,1,60,4,5,1,NA,60,1,1,"18",52000,1,45,1,2,52000,"Very Well","US Citizen by Naturalization","Government",NA,"Male","31-64"
"2808",143,2,19,1,3,NA,2,NA,2,5,"16",30000,2,40,1,1,30100,NA,"Born in US","Government","No","Female","19-30"
"2809",206,2,2,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","5 and under"
"2810",205,2,1,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","5 and under"
"2811",44,1,71,5,NA,3,NA,NA,1,1,"01",0,6,NA,2,2,10400,"Not Well","Not a citizen of the US",NA,NA,"Male","65-75"
"2812",50,2,67,5,NA,3,NA,NA,1,1,"01",0,6,NA,2,2,4200,"Not Well","Not a citizen of the US",NA,NA,"Female","65-75"
"2813",69,2,36,1,3,1,2,15,1,1,"19",31900,1,38,1,1,31900,"Very Well","Born in US","Government","No","Female","31-64"
"2814",61,1,10,1,NA,1,NA,NA,1,5,"07",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Male","6-13"
"2815",66,1,4,3,NA,NA,NA,NA,NA,5,"02",NA,NA,NA,NA,1,NA,NA,"Born Abroad by American Parent",NA,NA,"Male","5 and under"
"2816",76,1,35,5,1,1,NA,10,1,1,"16",26000,1,40,NA,2,26000,"Very Well","Not a citizen of the US","Private",NA,"Male","31-64"
"2817",80,1,30,5,1,2,NA,10,1,1,"09",32000,1,40,1,2,32000,"Well","Not a citizen of the US","Private",NA,"Male","19-30"
"2818",91,1,61,4,1,1,NA,45,1,1,"21",180000,1,40,1,2,190000,"Very Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"2819",98,2,48,4,1,NA,2,NA,2,1,"21",60000,1,40,1,2,61700,NA,"US Citizen by Naturalization","Private","No","Female","31-64"
"2820",131,2,78,4,NA,NA,NA,NA,2,2,"16",0,6,NA,2,2,0,NA,"US Citizen by Naturalization",NA,NA,"Female","over 75"
"2821",215,1,34,4,1,1,NA,NA,1,1,"21",120000,2,40,1,2,120300,"Very Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"2822",189,2,30,5,NA,1,2,NA,1,1,"22",0,6,NA,2,2,300,"Very Well","Not a citizen of the US",NA,"No","Female","19-30"
"2823",210,1,67,4,NA,2,NA,NA,1,1,"16",0,6,NA,2,2,21650,"Well","US Citizen by Naturalization",NA,NA,"Male","65-75"
"2824",193,2,64,4,NA,2,NA,NA,1,1,"16",0,6,NA,2,2,7850,"Well","US Citizen by Naturalization",NA,NA,"Female","31-64"
"2825",220,1,32,5,1,1,NA,60,1,1,"22",1e+05,1,40,1,2,100050,"Very Well","Not a citizen of the US","Private",NA,"Male","31-64"
"2826",239,2,28,5,NA,1,2,NA,1,1,"21",0,6,NA,2,2,50,"Very Well","Not a citizen of the US",NA,"No","Female","19-30"
"2827",171,1,11,5,NA,1,NA,NA,1,5,"08",NA,NA,NA,NA,2,NA,"Very Well","Not a citizen of the US",NA,NA,"Male","6-13"
"2828",171,1,10,5,NA,1,NA,NA,1,5,"07",NA,NA,NA,NA,2,NA,"Very Well","Not a citizen of the US",NA,NA,"Male","6-13"
"2829",67,2,40,4,6,3,2,15,1,5,"16",0,1,40,1,2,2000,"Not Well","US Citizen by Naturalization","Self-Employed","No","Female","31-64"
"2830",61,2,12,1,NA,NA,NA,NA,2,5,"10",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","6-13"
"2831",47,1,8,1,NA,NA,NA,NA,2,5,"06",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","6-13"
"2832",53,1,2,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","5 and under"
"2833",79,2,79,4,3,3,NA,NA,1,2,"19",0,6,NA,2,2,5000,"Not Well","US Citizen by Naturalization","Government",NA,"Female","over 75"
"2834",90,1,39,5,1,3,NA,15,1,5,"16",48000,1,40,1,2,48000,"Not Well","Not a citizen of the US","Private",NA,"Male","31-64"
"2835",34,1,57,4,1,1,NA,45,1,1,"19",30000,1,70,1,2,30000,"Very Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"2836",38,2,49,5,1,2,2,5,1,1,"16",15000,1,35,1,2,15000,"Well","Not a citizen of the US","Private","No","Female","31-64"
"2837",50,1,27,4,1,1,NA,35,1,1,"16",20000,1,40,1,2,20000,"Very Well","US Citizen by Naturalization","Private",NA,"Male","19-30"
"2838",67,2,26,5,1,1,2,15,1,5,"21",30000,1,40,1,2,30000,"Very Well","Not a citizen of the US","Private","No","Female","19-30"
"2839",35,2,1,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","5 and under"
"2840",68,2,26,5,1,1,1,15,1,1,"21",20000,1,40,1,2,22000,"Very Well","Not a citizen of the US","Private","Yes","Female","19-30"
"2841",149,1,68,4,NA,1,NA,NA,1,1,"21",0,6,NA,2,2,30600,"Very Well","US Citizen by Naturalization",NA,NA,"Male","65-75"
"2842",138,2,62,4,NA,1,NA,NA,1,1,"16",0,6,NA,2,2,9800,"Very Well","US Citizen by Naturalization",NA,NA,"Female","31-64"
"2843",233,1,38,1,1,1,NA,NA,1,5,"21",120000,2,40,1,1,125000,"Very Well","Born in US","Private",NA,"Male","31-64"
"2844",232,1,35,1,1,1,NA,NA,1,5,"21",1e+05,2,40,1,1,102000,"Very Well","Born in US","Private",NA,"Male","31-64"
"2845",54,1,43,3,1,NA,NA,40,2,1,"24",120000,1,40,1,1,120000,NA,"Born Abroad by American Parent","Private",NA,"Male","31-64"
"2846",60,2,44,1,NA,NA,2,NA,2,1,"24",0,6,NA,2,1,0,NA,"Born in US",NA,"No","Female","31-64"
"2847",59,2,14,1,NA,NA,NA,NA,2,5,"11",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","14-18"
"2848",59,2,11,1,NA,NA,NA,NA,2,5,"08",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","6-13"
"2849",69,1,9,1,NA,NA,NA,NA,2,5,"05",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","6-13"
"2850",68,1,6,1,NA,NA,NA,NA,2,5,"02",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","6-13"
"2851",99,1,50,1,1,NA,NA,NA,2,5,"19",80000,2,40,1,1,80300,NA,"Born in US","Private",NA,"Male","31-64"
"2852",123,1,28,4,1,NA,NA,20,2,1,"19",72000,1,40,1,2,72020,NA,"US Citizen by Naturalization","Private",NA,"Male","19-30"
"2853",110,2,33,4,1,NA,2,15,2,1,"21",80000,1,40,1,2,80200,NA,"US Citizen by Naturalization","Private","No","Female","31-64"
"2854",52,1,66,4,7,2,NA,45,1,2,"19",73000,1,35,NA,2,79700,"Well","US Citizen by Naturalization","Self-Employed",NA,"Male","65-75"
"2855",49,1,22,4,1,3,NA,20,1,5,"16",3000,1,8,NA,2,3000,"Not Well","US Citizen by Naturalization","Private",NA,"Male","19-30"
"2856",75,2,88,4,NA,1,NA,NA,1,1,"16",0,6,NA,NA,2,11100,"Very Well","US Citizen by Naturalization",NA,NA,"Female","over 75"
"2857",55,1,15,4,NA,1,NA,NA,1,5,"13",0,NA,NA,NA,2,0,"Very Well","US Citizen by Naturalization",NA,NA,"Male","14-18"
"2858",56,2,59,4,1,2,NA,NA,1,3,"12",0,6,NA,NA,2,0,"Well","US Citizen by Naturalization","Private",NA,"Female","31-64"
"2859",33,1,66,4,NA,1,NA,NA,1,1,"15",0,6,NA,2,2,48600,"Very Well","US Citizen by Naturalization",NA,NA,"Male","65-75"
"2860",58,2,64,4,NA,2,NA,NA,1,1,"11",0,6,NA,2,2,19500,"Well","US Citizen by Naturalization",NA,NA,"Female","31-64"
"2861",63,2,32,1,1,1,2,10,1,1,"17",39000,1,50,1,1,39000,"Very Well","Born in US","Private","No","Female","31-64"
"2862",64,1,34,1,1,NA,NA,20,2,1,"15",35000,1,50,1,1,35000,NA,"Born in US","Private",NA,"Male","31-64"
"2863",33,1,82,2,NA,1,NA,NA,1,1,"19",0,6,NA,2,1,75920,"Very Well","Born in US Territory",NA,NA,"Male","over 75"
"2864",26,2,69,2,NA,1,NA,NA,1,1,"19",0,6,NA,2,1,10000,"Very Well","Born in US Territory",NA,NA,"Female","65-75"
"2865",123,1,51,4,1,1,NA,65,1,5,"19",80000,1,40,1,2,80000,"Very Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"2866",161,1,28,1,1,NA,NA,NA,2,5,"21",1e+05,1,40,NA,1,1e+05,NA,"Born in US","Private",NA,"Male","19-30"
"2867",119,1,63,4,NA,1,NA,NA,1,1,"16",0,6,NA,2,2,32600,"Very Well","US Citizen by Naturalization",NA,NA,"Male","31-64"
"2868",115,2,60,4,NA,2,NA,NA,1,1,"16",0,6,NA,2,2,3100,"Well","US Citizen by Naturalization",NA,NA,"Female","31-64"
"2869",186,2,35,1,1,1,2,10,1,3,"19",72000,1,40,1,1,72050,"Very Well","Born in US","Private","No","Female","31-64"
"2870",142,1,14,1,NA,1,NA,NA,1,5,"10",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Male","14-18"
"2871",105,2,14,1,NA,1,NA,NA,1,5,"10",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Female","14-18"
"2872",128,2,40,4,6,1,2,10,1,1,"22",0,1,30,1,2,46900,"Very Well","US Citizen by Naturalization","Self-Employed","No","Female","31-64"
"2873",133,1,39,5,1,1,NA,60,1,1,"19",38000,1,40,NA,2,38000,"Very Well","Not a citizen of the US","Private",NA,"Male","31-64"
"2874",129,2,45,5,1,2,2,NA,1,4,"16",42000,2,40,1,2,42010,"Well","Not a citizen of the US","Private","No","Female","31-64"
"2875",135,1,21,1,1,1,NA,25,1,5,"16",60000,1,40,1,1,60010,"Very Well","Born in US","Private",NA,"Male","19-30"
"2876",146,1,14,1,NA,1,NA,NA,1,5,"10",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Male","14-18"
